# per-model T bootstrap replicates (council basis, A.5 per-round resample; seed 20260816, B=1000)
# produced by papers/v3/experiments/29_council_only_leaderboard/council_basis_tables.py
model,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99,r100,r101,r102,r103,r104,r105,r106,r107,r108,r109,r110,r111,r112,r113,r114,r115,r116,r117,r118,r119,r120,r121,r122,r123,r124,r125,r126,r127,r128,r129,r130,r131,r132,r133,r134,r135,r136,r137,r138,r139,r140,r141,r142,r143,r144,r145,r146,r147,r148,r149,r150,r151,r152,r153,r154,r155,r156,r157,r158,r159,r160,r161,r162,r163,r164,r165,r166,r167,r168,r169,r170,r171,r172,r173,r174,r175,r176,r177,r178,r179,r180,r181,r182,r183,r184,r185,r186,r187,r188,r189,r190,r191,r192,r193,r194,r195,r196,r197,r198,r199,r200,r201,r202,r203,r204,r205,r206,r207,r208,r209,r210,r211,r212,r213,r214,r215,r216,r217,r218,r219,r220,r221,r222,r223,r224,r225,r226,r227,r228,r229,r230,r231,r232,r233,r234,r235,r236,r237,r238,r239,r240,r241,r242,r243,r244,r245,r246,r247,r248,r249,r250,r251,r252,r253,r254,r255,r256,r257,r258,r259,r260,r261,r262,r263,r264,r265,r266,r267,r268,r269,r270,r271,r272,r273,r274,r275,r276,r277,r278,r279,r280,r281,r282,r283,r284,r285,r286,r287,r288,r289,r290,r291,r292,r293,r294,r295,r296,r297,r298,r299,r300,r301,r302,r303,r304,r305,r306,r307,r308,r309,r310,r311,r312,r313,r314,r315,r316,r317,r318,r319,r320,r321,r322,r323,r324,r325,r326,r327,r328,r329,r330,r331,r332,r333,r334,r335,r336,r337,r338,r339,r340,r341,r342,r343,r344,r345,r346,r347,r348,r349,r350,r351,r352,r353,r354,r355,r356,r357,r358,r359,r360,r361,r362,r363,r364,r365,r366,r367,r368,r369,r370,r371,r372,r373,r374,r375,r376,r377,r378,r379,r380,r381,r382,r383,r384,r385,r386,r387,r388,r389,r390,r391,r392,r393,r394,r395,r396,r397,r398,r399,r400,r401,r402,r403,r404,r405,r406,r407,r408,r409,r410,r411,r412,r413,r414,r415,r416,r417,r418,r419,r420,r421,r422,r423,r424,r425,r426,r427,r428,r429,r430,r431,r432,r433,r434,r435,r436,r437,r438,r439,r440,r441,r442,r443,r444,r445,r446,r447,r448,r449,r450,r451,r452,r453,r454,r455,r456,r457,r458,r459,r460,r461,r462,r463,r464,r465,r466,r467,r468,r469,r470,r471,r472,r473,r474,r475,r476,r477,r478,r479,r480,r481,r482,r483,r484,r485,r486,r487,r488,r489,r490,r491,r492,r493,r494,r495,r496,r497,r498,r499,r500,r501,r502,r503,r504,r505,r506,r507,r508,r509,r510,r511,r512,r513,r514,r515,r516,r517,r518,r519,r520,r521,r522,r523,r524,r525,r526,r527,r528,r529,r530,r531,r532,r533,r534,r535,r536,r537,r538,r539,r540,r541,r542,r543,r544,r545,r546,r547,r548,r549,r550,r551,r552,r553,r554,r555,r556,r557,r558,r559,r560,r561,r562,r563,r564,r565,r566,r567,r568,r569,r570,r571,r572,r573,r574,r575,r576,r577,r578,r579,r580,r581,r582,r583,r584,r585,r586,r587,r588,r589,r590,r591,r592,r593,r594,r595,r596,r597,r598,r599,r600,r601,r602,r603,r604,r605,r606,r607,r608,r609,r610,r611,r612,r613,r614,r615,r616,r617,r618,r619,r620,r621,r622,r623,r624,r625,r626,r627,r628,r629,r630,r631,r632,r633,r634,r635,r636,r637,r638,r639,r640,r641,r642,r643,r644,r645,r646,r647,r648,r649,r650,r651,r652,r653,r654,r655,r656,r657,r658,r659,r660,r661,r662,r663,r664,r665,r666,r667,r668,r669,r670,r671,r672,r673,r674,r675,r676,r677,r678,r679,r680,r681,r682,r683,r684,r685,r686,r687,r688,r689,r690,r691,r692,r693,r694,r695,r696,r697,r698,r699,r700,r701,r702,r703,r704,r705,r706,r707,r708,r709,r710,r711,r712,r713,r714,r715,r716,r717,r718,r719,r720,r721,r722,r723,r724,r725,r726,r727,r728,r729,r730,r731,r732,r733,r734,r735,r736,r737,r738,r739,r740,r741,r742,r743,r744,r745,r746,r747,r748,r749,r750,r751,r752,r753,r754,r755,r756,r757,r758,r759,r760,r761,r762,r763,r764,r765,r766,r767,r768,r769,r770,r771,r772,r773,r774,r775,r776,r777,r778,r779,r780,r781,r782,r783,r784,r785,r786,r787,r788,r789,r790,r791,r792,r793,r794,r795,r796,r797,r798,r799,r800,r801,r802,r803,r804,r805,r806,r807,r808,r809,r810,r811,r812,r813,r814,r815,r816,r817,r818,r819,r820,r821,r822,r823,r824,r825,r826,r827,r828,r829,r830,r831,r832,r833,r834,r835,r836,r837,r838,r839,r840,r841,r842,r843,r844,r845,r846,r847,r848,r849,r850,r851,r852,r853,r854,r855,r856,r857,r858,r859,r860,r861,r862,r863,r864,r865,r866,r867,r868,r869,r870,r871,r872,r873,r874,r875,r876,r877,r878,r879,r880,r881,r882,r883,r884,r885,r886,r887,r888,r889,r890,r891,r892,r893,r894,r895,r896,r897,r898,r899,r900,r901,r902,r903,r904,r905,r906,r907,r908,r909,r910,r911,r912,r913,r914,r915,r916,r917,r918,r919,r920,r921,r922,r923,r924,r925,r926,r927,r928,r929,r930,r931,r932,r933,r934,r935,r936,r937,r938,r939,r940,r941,r942,r943,r944,r945,r946,r947,r948,r949,r950,r951,r952,r953,r954,r955,r956,r957,r958,r959,r960,r961,r962,r963,r964,r965,r966,r967,r968,r969,r970,r971,r972,r973,r974,r975,r976,r977,r978,r979,r980,r981,r982,r983,r984,r985,r986,r987,r988,r989,r990,r991,r992,r993,r994,r995,r996,r997,r998,r999
claude-opus-4.0,6.0919,5.9730,6.1373,6.1130,5.9922,6.0115,5.9312,5.9212,5.9954,6.1365,5.8479,5.7841,6.2497,6.0508,5.9076,6.0473,5.7905,6.0568,5.8608,6.1824,5.8673,5.9699,5.8520,6.2327,5.9002,5.8890,5.9332,6.1145,5.9812,5.9586,6.1226,6.0399,5.9874,6.0685,6.1770,5.8775,5.9082,5.9649,6.1178,6.2172,6.0937,6.0796,6.4415,6.1012,6.1204,6.2141,6.2314,5.9370,5.8687,5.7411,6.2600,5.8818,6.0727,5.8315,6.0081,6.0226,5.9821,6.2906,6.0425,5.9241,5.9775,6.0224,5.8520,6.0500,6.1492,6.2080,6.1902,6.1654,6.2012,5.7260,6.1415,6.4472,5.9290,6.0439,6.0879,6.1319,5.8320,6.3067,5.9918,6.0817,6.0117,6.2786,6.5654,6.2080,5.9301,6.1458,5.8988,6.0581,5.9289,6.2960,6.0413,5.8935,6.0608,6.0702,5.8411,5.9337,6.3675,5.9692,6.0303,6.3540,5.8937,6.0080,6.2785,6.2132,5.9564,5.8650,6.4279,6.3884,5.8758,5.9501,6.0275,6.2739,5.7028,5.7870,5.9137,5.9640,6.2653,5.9665,6.1413,6.0247,5.7810,5.7725,5.9757,6.3119,6.1824,5.7413,6.0755,5.8409,5.9105,6.1587,6.3557,6.0794,5.7198,5.9940,5.8543,6.0248,6.2998,5.9654,5.9627,6.4505,5.9065,5.8772,5.8177,5.5411,6.0112,5.8341,6.1898,6.4329,6.4133,6.0378,6.3774,6.1049,5.8867,6.2263,5.9249,6.0163,6.3101,5.9766,6.0530,6.0958,5.5384,5.9518,6.0933,5.9063,5.9761,5.8317,6.1336,6.3568,5.9014,6.0300,5.8101,6.1578,6.2506,5.9434,5.9734,5.8406,6.1172,6.1076,6.2686,6.0758,6.0391,5.6721,6.3443,6.0701,6.0197,6.0398,5.6758,6.1023,6.0327,5.8813,5.9080,6.1017,6.0029,5.9867,5.9034,6.0938,6.0915,6.2283,6.3127,5.8163,5.9295,6.2410,6.2687,5.7709,5.9844,6.0200,5.9604,6.0737,6.0762,5.9002,5.7874,6.1165,6.0442,6.1540,5.7340,5.8893,5.7825,6.3979,5.8647,5.9548,5.7539,6.0254,5.8525,6.1616,6.0737,6.2658,6.0082,5.7551,6.1885,5.9312,5.9053,6.0477,5.9881,5.9795,5.8106,5.9544,6.2319,6.3435,5.9261,6.3882,5.8732,6.0053,5.9140,6.2749,5.7944,5.7208,5.9554,5.9815,5.8993,6.0784,6.3314,5.7162,5.7676,5.9597,5.7134,5.9837,5.7559,5.9356,5.9735,5.8108,6.1948,5.7946,6.1756,5.9741,6.1751,5.8162,6.0304,5.8573,6.0530,6.3919,5.7961,5.7627,5.8502,6.4080,6.0592,6.0355,6.0049,5.9537,5.9152,6.1333,5.9298,5.9024,5.8948,6.0269,6.0223,6.1916,5.8545,5.7600,5.9592,6.1914,5.9940,5.8551,5.9282,6.2095,6.0565,6.1262,5.7872,6.1228,6.2487,6.1813,6.1085,6.2836,6.0906,5.8989,5.7026,6.0542,5.7660,5.8416,5.8454,5.9037,6.2979,5.7666,6.1006,5.8397,6.1087,6.1936,5.8832,6.2376,5.9391,6.3670,5.8355,6.0670,5.9433,6.1363,5.8489,6.1259,5.8470,5.9310,6.1322,6.3421,5.8588,6.3282,6.2898,6.1590,5.8721,6.0184,5.9972,6.0165,5.8031,6.0793,6.1220,6.0293,5.7798,5.9400,5.8239,6.1215,5.8798,6.2892,6.1141,6.2104,6.0393,5.9581,6.0048,5.8275,6.0908,5.9752,6.0079,6.2762,5.6840,5.9021,5.9964,5.8814,5.9641,5.8792,6.2932,5.8429,5.8993,6.0909,5.9033,5.8634,5.8784,6.1160,5.9221,6.2655,6.0679,6.0802,6.4288,6.1253,5.8167,6.1602,6.1081,5.9488,6.0739,5.8662,5.8906,6.1161,5.8459,6.0725,6.0106,6.0513,6.2243,6.0627,5.8043,6.0579,5.8323,5.8126,5.9846,5.9757,5.8953,5.7273,5.9784,6.0008,6.1573,5.8702,5.9028,5.9975,6.5452,5.8507,6.3953,5.6916,6.1361,6.5424,5.9167,6.1093,5.7718,5.8574,5.9542,6.1842,6.1635,6.0412,5.8946,5.9598,6.1212,6.0545,6.3597,6.1662,5.9469,6.1990,5.9557,6.0560,5.9993,5.8802,6.0103,6.2235,6.2397,6.1554,6.1113,5.9464,5.8517,5.8339,5.9991,5.9789,5.8280,6.1651,6.0544,6.0450,5.9404,5.8287,6.1908,6.2394,6.0600,5.8873,6.0731,5.8977,5.9951,5.8915,6.0337,6.0125,6.0282,5.9696,6.1157,6.5148,5.7727,5.8334,6.1050,5.8955,5.9144,6.0245,6.0496,5.9544,6.0765,6.1130,6.0880,6.0144,6.3074,6.0943,6.2876,5.8938,6.0319,6.3773,6.0981,6.0643,6.5327,5.9540,6.2158,5.9163,5.8810,5.9409,6.0059,6.0414,6.1540,5.8780,5.9992,6.2320,5.9530,5.6623,6.1593,5.9089,6.2259,6.0019,6.0914,6.0218,6.0539,6.2301,6.1031,6.1177,5.8222,6.0550,5.9765,5.8132,5.8603,6.2125,5.8820,6.0664,5.7451,6.2828,5.8914,5.6895,6.1035,6.0499,6.3316,6.0836,6.1268,6.3278,5.9217,6.3630,6.0350,5.7137,6.0469,6.1402,5.8925,5.7404,5.9058,6.0567,6.0676,5.9770,5.9982,5.9512,5.9396,6.2107,6.1823,5.8926,6.1065,5.9099,6.0922,6.0809,5.8722,5.9368,6.0354,5.7583,6.0969,6.0401,6.3828,5.8986,5.8603,5.9129,5.7785,5.8273,6.1943,6.1637,5.8501,6.1716,5.9119,6.1776,5.8314,6.2145,5.8717,6.3173,5.8994,5.9625,6.0178,5.8528,5.8410,6.0765,6.2077,6.0984,6.2226,5.8982,6.1494,5.9680,5.8379,6.1108,5.8684,6.0564,5.7844,6.1424,6.0387,5.9948,6.0974,5.8525,6.3331,6.2655,5.9137,6.0748,5.9343,5.9019,5.7626,5.7647,5.8638,6.2028,5.9058,5.9060,6.1658,5.7433,6.0053,6.4871,5.8824,6.1287,6.0753,6.1757,6.0104,5.8326,6.0934,6.0069,5.9391,5.8979,6.2541,5.9800,5.8977,5.8304,6.2781,6.3617,6.1513,5.9296,5.9386,6.1380,6.0398,5.9109,5.7202,6.3486,6.0347,6.0304,5.8402,6.0695,6.0128,6.0397,6.0042,6.1271,5.9809,5.9251,5.9422,5.7659,6.0349,6.0302,6.1134,6.1073,6.1144,5.9039,6.0922,6.0532,6.0598,5.8693,5.9298,6.0611,6.0220,6.0091,6.0461,6.0064,6.3411,6.2044,6.0291,6.0640,6.2279,5.9901,5.8454,5.4953,6.0703,5.8713,6.0564,6.2545,6.0534,5.8663,6.1530,5.9765,6.2878,5.9127,6.0377,6.1675,6.1667,5.9042,6.0806,5.8504,5.8597,6.0579,5.8820,6.1081,5.8315,5.9072,5.7595,6.0098,6.0325,6.1003,6.0771,6.2126,6.0180,6.3543,5.8498,5.9914,5.9308,6.1994,6.0004,6.3190,5.8534,6.0557,6.4791,5.8880,5.9876,5.9378,6.1077,6.1949,5.9547,6.0460,6.1700,6.1007,5.8823,6.1522,6.0682,5.9753,5.9744,5.8693,5.8543,5.9532,5.9245,5.9297,6.3280,5.9382,5.9027,5.8899,5.9983,5.9698,6.1954,5.8487,6.1190,6.2184,5.8340,5.7508,6.0043,6.0291,6.0940,6.0563,6.1126,5.9824,6.2316,6.1213,6.0654,6.1193,6.0733,6.1386,6.0834,6.0729,6.2026,6.1224,6.1169,6.0508,6.3404,6.0374,5.8224,5.9433,5.6003,6.0267,6.4744,5.8072,5.9231,5.9254,6.0862,6.1445,5.7095,6.1065,6.2040,6.0714,5.9809,5.7804,6.1062,6.0790,6.3099,6.2407,6.0026,6.2455,6.0941,5.8930,5.8861,6.3492,5.9814,6.1110,6.0897,6.1628,5.9125,6.0152,6.0343,5.9563,6.0655,6.1822,5.8569,5.9441,5.8283,6.1389,5.9898,6.2487,6.2301,6.1356,6.1577,5.8466,6.2306,5.9809,5.9170,6.1400,6.3800,6.2637,5.9812,5.8351,5.8550,6.0171,6.1503,6.2454,5.9010,5.7980,5.9162,5.8737,5.9700,5.7894,6.2020,5.9746,5.8910,5.9448,6.2243,6.1751,6.2898,5.8932,5.7420,6.0184,5.8253,6.1111,5.7609,5.8871,6.2775,5.9463,5.9693,6.3287,6.0653,6.0225,6.0302,5.9091,5.9099,6.1172,6.2855,6.3409,6.1852,6.0820,6.0896,6.1305,6.4085,5.9988,5.9634,5.9562,6.2129,5.8935,5.9207,6.1919,6.0641,6.2301,6.1085,6.0079,6.2166,5.8611,5.9463,6.1167,5.9304,6.0289,6.3020,5.9724,5.9990,5.9861,6.0260,5.8089,6.0070,6.1657,6.0607,6.2600,5.9768,5.9038,6.0469,6.0111,5.9643,5.8645,6.0975,5.9300,5.8334,5.9911,5.9495,5.9468,6.1680,5.6225,6.0330,6.0404,6.1268,6.3946,6.4419,6.0925,5.7941,5.7283,6.1180,6.0560,5.9340,5.8479,5.8579,6.1083,6.0023,6.4366,6.0285,6.1328,6.2530,6.0647,6.0785,6.0251,6.1175,6.2241,6.0959,5.9158,5.9864,6.1986,5.8886,6.0434,5.8735,6.1294,6.0656,5.9350,5.9872,5.6947,6.2295,5.9824,5.8574,5.8089,5.9173,6.2885,6.1312,6.1914,5.9215,5.8071,5.9307,6.3011,6.2718,5.9008,5.8422,6.1812,5.7427,6.1879,6.1478,5.9741,5.8526,5.9455,5.9163,6.0197,5.8655,6.3560,6.0016,5.8223,6.0877,5.9320,6.0948,5.9924,6.1466,6.0985,5.7297,5.9975,5.9417,6.1314,6.1805,5.9300,6.2238,5.7097,6.3279,5.6937,5.8669,5.8271,6.0347,5.8381,6.0925,6.0470,5.7480,5.8244,6.2340,6.0724,6.2707,6.2631,6.0126,5.9973,5.8689,6.2244,6.0206,6.1854,5.8951,6.5435,6.4317,5.9224,,,,,,
claude-opus-4.1,6.0780,5.8957,6.0840,6.1540,5.8482,5.9579,5.9466,5.6886,5.8635,5.9512,5.9665,5.4954,5.6278,6.2460,6.0139,5.7339,5.9288,5.7220,6.1627,5.8874,5.7546,5.9685,5.7863,5.9646,5.7327,6.1843,5.7587,5.8671,5.7930,6.0657,5.8741,5.7315,5.9808,6.0184,5.9427,5.8815,5.9562,5.8275,5.8658,5.8475,6.0452,6.0486,6.0684,5.8912,6.3800,5.5536,5.9768,6.0714,6.0578,6.1375,5.8887,5.7946,5.6697,6.1779,5.9168,6.0125,5.5511,5.9473,5.9206,5.8895,6.2154,5.8884,5.7928,5.8608,5.9866,5.6943,5.9937,5.9520,6.1993,6.0982,6.0986,6.1306,5.5860,6.0424,6.3909,5.8466,5.9550,5.9058,6.0228,5.7198,6.3019,5.8322,5.9510,5.9137,6.2296,6.4320,6.1515,5.8839,6.0412,5.8930,5.9226,5.6575,6.1040,6.0447,5.8079,6.0400,5.9212,5.6391,5.7425,5.9939,5.8956,5.9530,6.2245,5.9153,5.7527,6.1522,6.0396,5.7353,5.6148,6.1518,6.3945,5.8335,5.8482,5.8647,6.0897,5.7288,5.7251,5.7425,5.8265,6.2071,5.6868,6.1554,5.9733,5.7561,5.7043,5.8448,6.1082,6.0987,5.5498,5.9573,5.5693,5.8054,6.0852,6.2194,6.0109,5.6252,6.0603,5.9524,5.6919,5.9487,6.2763,5.8878,5.7061,6.3636,5.8620,5.8337,5.7309,5.6082,5.8255,5.7413,6.2034,6.4380,6.3803,5.9560,6.1619,6.0448,5.6830,6.0920,5.8815,5.9373,6.1666,5.8294,5.9263,5.9432,5.5849,5.9435,6.0445,5.7201,5.7668,5.7049,5.9508,5.9923,5.8774,5.7832,5.6815,6.1233,6.2517,5.7259,5.8127,5.8077,6.0333,6.1336,6.2469,6.0853,5.9704,5.6385,6.2937,6.0198,5.8894,5.8846,5.5606,5.8845,5.9266,5.6863,5.7197,6.0531,5.8610,5.9541,5.6707,6.1041,5.8713,6.1429,6.0837,5.7915,5.7997,6.2669,6.1531,5.6166,5.8434,5.8545,5.8359,6.0629,5.9369,5.7305,5.6422,5.9631,5.9628,5.8410,5.5945,5.7647,5.6556,6.2406,5.7137,5.8052,5.6334,5.8512,5.8161,5.9994,5.9496,6.2079,5.9430,5.6505,6.0818,5.8044,5.6539,5.8999,5.9269,5.9319,5.5899,5.9155,6.1385,6.2637,5.8021,6.2292,5.5930,5.8954,5.7383,6.0553,5.5671,5.6146,5.8005,5.9331,5.7339,6.0743,6.2501,5.5449,5.7677,5.8781,5.5025,5.7918,5.6277,5.7617,5.9632,5.7609,6.0459,5.8580,6.1419,5.7342,5.8540,5.7719,5.9336,5.6941,5.9488,6.2344,5.7663,5.8157,5.8038,6.2369,5.8556,6.0050,5.8346,5.8368,5.7950,6.1100,5.9119,5.7930,5.8835,5.9258,5.9669,6.1262,5.6219,5.7499,5.8576,5.9896,5.9459,5.7683,5.7451,6.1961,5.7522,6.0479,5.7155,6.0277,6.0753,6.0662,5.8438,5.9752,6.0656,5.8233,5.6421,5.9188,5.6442,5.8287,5.6548,5.6455,6.1725,5.6665,6.0706,5.6659,6.0362,5.9640,5.8846,6.1526,5.7015,6.2749,5.6429,6.0441,5.8392,6.0554,5.6223,5.9925,5.8241,5.8212,5.8689,6.2144,5.7002,6.2897,6.1732,6.1317,5.7792,5.9766,5.8879,5.8311,5.6444,5.9930,6.0154,5.8505,5.6543,5.9238,5.6171,5.9177,5.8466,6.2191,6.1294,6.1408,5.8658,5.8223,5.9044,5.7540,6.0093,5.9371,5.8579,6.0790,5.4762,5.8180,5.9534,5.8387,5.8753,5.4388,6.2824,5.7380,5.8549,6.0366,5.8121,5.7701,6.0525,5.6916,6.2831,5.9679,6.0182,6.1425,6.0299,5.6789,6.1414,6.0761,5.9404,6.0508,5.7372,5.8482,6.0409,5.5946,6.0404,5.9140,5.9615,6.1377,5.8485,5.8049,5.8316,5.6832,5.6776,6.0161,5.7797,5.8174,5.5763,5.8239,5.8617,5.9766,5.7580,5.6881,5.8051,6.4442,5.6525,6.3165,5.7518,5.9952,6.2541,5.7766,6.0054,5.7118,5.7034,5.6859,6.0399,6.0720,6.0166,5.8722,5.6697,6.0054,5.8698,6.2826,5.9177,5.7862,6.1242,5.8254,5.8915,5.8303,5.7258,6.0178,6.1722,6.1966,5.9683,6.1121,5.9665,5.6702,5.8219,5.9033,5.8586,5.6867,6.0564,5.9910,5.8889,5.6815,5.7099,5.9795,6.0670,5.8603,5.6551,5.8971,5.8004,5.8957,5.6769,5.8993,5.9849,5.9652,5.8690,6.0807,6.4328,5.6983,5.6564,5.9169,5.9648,5.6126,5.9034,5.8539,6.0237,5.9265,5.9823,6.0051,5.9217,5.8632,6.0028,5.9221,6.1828,5.7154,5.8656,6.4339,5.8286,5.9242,6.4531,5.8303,6.0516,5.7606,5.6229,5.8327,5.8727,5.9764,6.0240,5.7985,5.8225,6.2220,5.7678,5.6432,6.0591,5.6450,6.0006,5.8273,5.9845,5.9856,6.0166,6.0333,5.9249,5.9952,5.5408,5.9937,5.9050,5.7288,5.7995,5.9283,5.8645,6.0604,5.7257,6.1393,5.8551,5.5833,6.0679,5.9013,6.2414,5.9893,6.1393,6.3331,5.7150,6.2239,5.9332,5.6678,5.8870,6.0718,5.6944,5.6318,5.7381,5.9310,5.8599,5.8560,5.7797,5.8387,5.7610,6.0932,6.0781,5.8275,6.0574,5.6837,5.9170,6.0071,5.8316,5.9364,5.8983,5.6336,6.0954,5.8431,6.3172,5.7806,5.7213,5.7089,5.7962,5.6700,6.1748,6.0675,5.7527,6.0504,5.5624,6.1333,5.6377,5.9772,5.8942,6.1891,5.8376,5.8385,6.0349,5.8265,5.7198,5.9612,6.1645,5.9151,6.0251,5.7946,6.0902,5.7674,5.7528,5.9760,5.7119,5.9679,5.6038,5.9791,5.8638,5.9773,6.0011,5.6422,6.1975,6.1386,5.7263,5.9339,5.6316,5.7045,5.5584,5.6170,5.7431,6.0390,5.8607,5.8176,6.0643,5.7442,5.8992,6.4353,5.7692,5.9806,5.9267,6.0752,5.8752,5.6457,5.7819,5.9285,5.7190,5.8083,6.0816,5.7800,5.8884,6.0387,6.2477,6.2044,5.8802,5.7854,5.9714,5.7902,5.8021,5.6635,6.2697,6.0267,5.8489,5.6346,5.9863,5.7831,5.7554,5.8026,5.9975,5.8615,5.7962,5.8207,5.5945,5.9839,5.9727,6.0752,6.0081,5.9908,5.6718,5.9611,5.8229,6.0100,5.8561,5.9073,5.9064,5.9243,6.0225,5.9619,5.9405,6.2465,5.9642,5.9356,5.8364,6.1931,6.0376,5.8154,5.6527,5.9330,5.6029,5.7909,6.1483,5.9471,5.7812,6.0528,5.8387,6.1871,5.9232,5.9277,6.2388,6.0917,5.8231,5.9045,5.8214,5.7067,5.9812,5.7622,5.9191,5.7402,5.7902,5.6245,5.9335,5.9386,6.0239,6.0198,6.1310,5.9572,6.3363,5.7929,5.9312,5.8141,6.0842,5.8051,6.2341,5.8253,5.9290,6.3629,5.7592,5.8803,5.7896,6.0013,6.1095,5.7752,5.9061,6.0670,5.9277,5.7646,5.9339,5.9788,5.8007,5.7696,5.6691,5.7492,5.7279,5.8284,5.8701,6.3019,5.9105,5.8394,5.6806,5.6868,5.9010,6.0807,5.7494,5.9738,6.1091,5.7719,5.5757,5.7907,5.6817,6.0466,5.8221,6.0879,5.8824,6.2365,6.0203,6.0097,6.0749,5.8907,6.0356,6.0406,5.9359,6.1406,6.0050,6.0085,6.0151,6.2883,5.9284,5.6569,5.8327,5.4196,5.9729,6.4068,5.5904,5.8674,5.8333,6.1065,6.0923,5.7679,6.0566,6.0679,5.9835,5.7983,5.6603,6.0512,5.9925,6.2544,6.1229,5.7150,6.1155,5.9683,5.7045,5.7299,6.2674,5.8174,5.9992,5.9737,5.9687,5.7340,5.8892,5.8534,5.7914,5.8720,6.0649,5.7194,5.7745,6.0611,5.7637,6.1411,5.7064,6.0295,6.1153,5.8343,5.9098,5.6476,6.0058,5.9140,5.9668,5.9300,6.3095,6.2029,5.8826,5.7021,5.5850,5.7554,5.8627,6.1230,5.7853,5.6609,5.7080,5.7939,5.8078,5.5571,6.1332,5.8824,5.8011,5.8638,6.1274,6.0017,6.1097,5.6394,5.6785,5.9320,5.7340,5.9876,5.9483,5.8428,6.1407,5.7638,5.8642,6.0885,6.0130,5.8730,6.0204,5.8263,5.8018,6.1597,6.2281,6.2194,5.9886,5.8628,5.8575,6.1203,6.4682,5.8453,5.8749,5.8165,6.0824,5.8066,5.9139,6.0667,6.0834,5.9856,5.8013,5.8661,5.9146,5.6547,5.8268,5.9433,5.8424,6.0905,6.3549,5.9377,5.8362,5.8759,5.9345,5.6261,5.9637,6.0065,5.9501,6.0613,5.8483,5.8610,5.9679,6.0358,5.7403,5.8419,5.9446,5.8631,5.6352,5.7339,5.8263,6.0308,5.4683,5.9665,5.7356,5.9376,6.4355,6.4495,5.9442,5.4909,5.7905,6.0618,5.8182,5.8310,5.8119,5.6497,6.0303,5.9002,6.3295,5.8692,6.0559,6.2419,5.9902,5.9791,5.6901,6.0328,6.1671,5.9877,5.8650,5.6910,6.0913,5.8000,5.9197,5.8766,6.0280,6.0009,5.7877,5.9153,5.6560,6.1752,5.7973,5.7826,5.7479,5.7720,6.2196,6.0499,5.8678,5.7711,5.6758,5.5844,6.0769,6.2473,5.6563,5.6945,5.9759,5.7375,5.8272,6.1017,5.7607,5.6764,5.8662,5.6734,5.9462,5.5954,6.2306,5.9084,5.6524,5.9921,5.7778,5.8542,5.7612,6.0891,5.9835,5.5913,5.7715,5.8471,5.9224,6.0431,5.8109,6.2298,5.6893,6.1442,5.7125,5.6823,5.7536,5.8327,5.6670,5.9829,5.8181,5.7738,5.5643,6.2274,5.8494,6.0604,6.2532,5.8124,5.9247,5.7457,5.9876,5.9449,6.1703,5.6225,6.4931,6.3009,5.8007,,,
