# per-model T bootstrap replicates (council basis, pooled runs [1, 2, 3]; seed 20260816, B=1000)
# produced by scripts/pooled_council_tables.py
model,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99,r100,r101,r102,r103,r104,r105,r106,r107,r108,r109,r110,r111,r112,r113,r114,r115,r116,r117,r118,r119,r120,r121,r122,r123,r124,r125,r126,r127,r128,r129,r130,r131,r132,r133,r134,r135,r136,r137,r138,r139,r140,r141,r142,r143,r144,r145,r146,r147,r148,r149,r150,r151,r152,r153,r154,r155,r156,r157,r158,r159,r160,r161,r162,r163,r164,r165,r166,r167,r168,r169,r170,r171,r172,r173,r174,r175,r176,r177,r178,r179,r180,r181,r182,r183,r184,r185,r186,r187,r188,r189,r190,r191,r192,r193,r194,r195,r196,r197,r198,r199,r200,r201,r202,r203,r204,r205,r206,r207,r208,r209,r210,r211,r212,r213,r214,r215,r216,r217,r218,r219,r220,r221,r222,r223,r224,r225,r226,r227,r228,r229,r230,r231,r232,r233,r234,r235,r236,r237,r238,r239,r240,r241,r242,r243,r244,r245,r246,r247,r248,r249,r250,r251,r252,r253,r254,r255,r256,r257,r258,r259,r260,r261,r262,r263,r264,r265,r266,r267,r268,r269,r270,r271,r272,r273,r274,r275,r276,r277,r278,r279,r280,r281,r282,r283,r284,r285,r286,r287,r288,r289,r290,r291,r292,r293,r294,r295,r296,r297,r298,r299,r300,r301,r302,r303,r304,r305,r306,r307,r308,r309,r310,r311,r312,r313,r314,r315,r316,r317,r318,r319,r320,r321,r322,r323,r324,r325,r326,r327,r328,r329,r330,r331,r332,r333,r334,r335,r336,r337,r338,r339,r340,r341,r342,r343,r344,r345,r346,r347,r348,r349,r350,r351,r352,r353,r354,r355,r356,r357,r358,r359,r360,r361,r362,r363,r364,r365,r366,r367,r368,r369,r370,r371,r372,r373,r374,r375,r376,r377,r378,r379,r380,r381,r382,r383,r384,r385,r386,r387,r388,r389,r390,r391,r392,r393,r394,r395,r396,r397,r398,r399,r400,r401,r402,r403,r404,r405,r406,r407,r408,r409,r410,r411,r412,r413,r414,r415,r416,r417,r418,r419,r420,r421,r422,r423,r424,r425,r426,r427,r428,r429,r430,r431,r432,r433,r434,r435,r436,r437,r438,r439,r440,r441,r442,r443,r444,r445,r446,r447,r448,r449,r450,r451,r452,r453,r454,r455,r456,r457,r458,r459,r460,r461,r462,r463,r464,r465,r466,r467,r468,r469,r470,r471,r472,r473,r474,r475,r476,r477,r478,r479,r480,r481,r482,r483,r484,r485,r486,r487,r488,r489,r490,r491,r492,r493,r494,r495,r496,r497,r498,r499,r500,r501,r502,r503,r504,r505,r506,r507,r508,r509,r510,r511,r512,r513,r514,r515,r516,r517,r518,r519,r520,r521,r522,r523,r524,r525,r526,r527,r528,r529,r530,r531,r532,r533,r534,r535,r536,r537,r538,r539,r540,r541,r542,r543,r544,r545,r546,r547,r548,r549,r550,r551,r552,r553,r554,r555,r556,r557,r558,r559,r560,r561,r562,r563,r564,r565,r566,r567,r568,r569,r570,r571,r572,r573,r574,r575,r576,r577,r578,r579,r580,r581,r582,r583,r584,r585,r586,r587,r588,r589,r590,r591,r592,r593,r594,r595,r596,r597,r598,r599,r600,r601,r602,r603,r604,r605,r606,r607,r608,r609,r610,r611,r612,r613,r614,r615,r616,r617,r618,r619,r620,r621,r622,r623,r624,r625,r626,r627,r628,r629,r630,r631,r632,r633,r634,r635,r636,r637,r638,r639,r640,r641,r642,r643,r644,r645,r646,r647,r648,r649,r650,r651,r652,r653,r654,r655,r656,r657,r658,r659,r660,r661,r662,r663,r664,r665,r666,r667,r668,r669,r670,r671,r672,r673,r674,r675,r676,r677,r678,r679,r680,r681,r682,r683,r684,r685,r686,r687,r688,r689,r690,r691,r692,r693,r694,r695,r696,r697,r698,r699,r700,r701,r702,r703,r704,r705,r706,r707,r708,r709,r710,r711,r712,r713,r714,r715,r716,r717,r718,r719,r720,r721,r722,r723,r724,r725,r726,r727,r728,r729,r730,r731,r732,r733,r734,r735,r736,r737,r738,r739,r740,r741,r742,r743,r744,r745,r746,r747,r748,r749,r750,r751,r752,r753,r754,r755,r756,r757,r758,r759,r760,r761,r762,r763,r764,r765,r766,r767,r768,r769,r770,r771,r772,r773,r774,r775,r776,r777,r778,r779,r780,r781,r782,r783,r784,r785,r786,r787,r788,r789,r790,r791,r792,r793,r794,r795,r796,r797,r798,r799,r800,r801,r802,r803,r804,r805,r806,r807,r808,r809,r810,r811,r812,r813,r814,r815,r816,r817,r818,r819,r820,r821,r822,r823,r824,r825,r826,r827,r828,r829,r830,r831,r832,r833,r834,r835,r836,r837,r838,r839,r840,r841,r842,r843,r844,r845,r846,r847,r848,r849,r850,r851,r852,r853,r854,r855,r856,r857,r858,r859,r860,r861,r862,r863,r864,r865,r866,r867,r868,r869,r870,r871,r872,r873,r874,r875,r876,r877,r878,r879,r880,r881,r882,r883,r884,r885,r886,r887,r888,r889,r890,r891,r892,r893,r894,r895,r896,r897,r898,r899,r900,r901,r902,r903,r904,r905,r906,r907,r908,r909,r910,r911,r912,r913,r914,r915,r916,r917,r918,r919,r920,r921,r922,r923,r924,r925,r926,r927,r928,r929,r930,r931,r932,r933,r934,r935,r936,r937,r938,r939,r940,r941,r942,r943,r944,r945,r946,r947,r948,r949,r950,r951,r952,r953,r954,r955,r956,r957,r958,r959,r960,r961,r962,r963,r964,r965,r966,r967,r968,r969,r970,r971,r972,r973,r974,r975,r976,r977,r978,r979,r980,r981,r982,r983,r984,r985,r986,r987,r988,r989,r990,r991,r992,r993,r994,r995,r996,r997,r998,r999
claude-opus-4.0,5.6396,5.6986,5.9886,5.4631,5.8383,5.4514,5.8781,5.9236,5.9906,5.7111,5.7854,5.7831,5.7503,5.6486,5.9178,5.4386,5.7585,5.7940,5.6610,5.6401,5.6260,5.6079,5.7039,5.8271,5.3624,5.9678,5.7574,5.8376,5.8574,6.0054,5.7618,5.7351,5.6331,5.8210,5.8418,5.7375,5.7605,5.8975,5.6712,5.7867,6.1171,5.7119,5.9089,5.7617,5.8324,5.7034,5.6133,5.6598,5.9938,5.6997,5.7647,5.9427,5.6497,5.9296,5.4677,5.6799,5.5873,5.9627,5.6813,5.7795,5.7055,5.6556,6.1078,5.8580,5.9132,5.7454,5.6522,5.9316,5.6191,5.4265,5.7908,6.0191,5.5451,5.9035,5.5961,5.6992,5.4248,5.6189,5.8849,5.6772,6.0084,5.8225,6.0137,5.5598,5.7027,5.8498,5.8788,5.8247,5.9759,5.7673,5.6517,5.8680,5.7368,6.0058,5.6932,5.7081,5.7326,5.7174,6.0011,5.8214,6.0520,5.6863,5.7725,5.6186,5.9383,5.6317,5.9021,5.8886,5.7703,5.7192,5.7508,5.6827,5.6394,5.7857,5.8822,5.6814,6.0457,5.8152,6.1422,5.6401,5.4864,6.1608,6.0303,5.4633,5.7498,5.6444,6.1615,5.9385,5.7510,5.7971,5.8544,5.9156,5.5658,6.0764,5.5810,5.6734,5.8880,5.8544,5.9688,5.8088,5.7451,5.5631,6.3034,5.5154,5.9268,6.1202,5.7747,5.9118,5.6210,6.0766,5.8322,5.9758,5.8245,5.8869,5.9656,5.5673,5.9869,5.8625,5.8299,5.8093,5.8198,5.8760,6.0045,6.0596,5.6270,5.8629,5.6921,5.6412,6.0083,5.8966,5.8608,5.8874,5.8604,5.8817,5.8426,5.7171,6.0319,5.6216,5.7582,5.8945,5.6160,5.8352,5.7548,6.0404,5.6823,5.8763,5.7751,5.7336,5.7741,5.6030,6.0092,5.7549,5.6340,5.9818,6.0865,5.9867,5.7929,5.9264,6.1121,6.0320,5.5224,5.6184,5.9203,5.9951,5.7005,5.7417,5.7251,5.7087,5.8410,5.6300,5.9321,5.8083,5.9551,5.4783,5.8388,5.7103,5.7269,5.8639,5.9925,5.9709,5.7700,5.8092,5.8521,5.6073,5.7828,5.4656,6.1309,5.9993,6.0750,5.7381,5.7610,5.3968,5.9976,5.6463,5.6734,5.6639,5.9997,5.5847,5.6435,5.9902,5.6978,5.7900,5.9287,5.8416,5.8002,5.6250,5.5179,5.8311,5.8889,6.0296,5.5543,5.6606,5.7069,5.8674,5.8073,5.5431,5.8184,5.9843,5.4741,5.6827,5.9078,5.7222,5.7457,5.6200,5.8849,5.8286,5.7940,6.2875,5.9203,5.7136,5.6379,6.0476,6.2353,5.8640,5.7127,6.0263,5.8055,5.8861,5.7198,5.7969,6.0943,5.9992,5.7906,5.8299,5.7333,6.0592,5.9434,5.7394,5.8521,5.7148,5.7217,5.9204,5.6630,5.5972,6.1313,5.7354,5.6639,5.8921,5.9170,5.6639,5.7280,5.8548,5.7159,5.5905,5.8863,5.6925,5.7358,5.9078,5.6524,5.8972,6.0607,5.4395,5.4292,5.7985,5.8138,5.8671,5.9635,5.7643,5.8132,5.6719,5.6735,5.7873,5.8980,5.8641,5.8645,5.6166,5.7676,6.0049,5.9516,5.9669,5.9536,5.8405,5.7386,5.9012,6.0133,5.7899,5.6527,5.8700,5.6947,5.6878,5.6248,5.9960,5.7287,5.6827,5.9811,5.5553,5.9668,5.8162,5.4882,5.6333,6.0400,5.9230,5.6943,5.4631,5.7174,5.7844,5.6706,5.7172,5.5153,5.9101,5.7122,5.6022,5.8209,5.5153,5.9063,5.6777,5.7221,5.6914,6.0287,5.7090,5.9825,5.7892,5.5468,6.1318,5.5649,5.8389,5.4372,5.7862,5.7178,5.9606,5.6445,5.8500,5.9714,5.8305,5.3944,5.8743,5.8694,6.2608,5.6401,6.0198,5.7136,5.6670,5.6772,6.1150,5.7735,5.9819,5.8214,5.8453,5.7112,5.8013,6.1061,5.7376,5.9783,6.0028,5.7019,5.8573,5.6943,5.9678,6.2290,5.7107,5.9154,5.9534,5.8540,5.8356,5.6708,5.9087,6.0433,5.9752,5.9091,5.7149,5.5382,5.7246,5.5018,6.1098,5.9887,6.0207,5.5571,5.8934,5.5778,5.6303,5.6542,5.8677,5.6462,6.0720,5.6338,6.1531,6.0112,5.8085,5.5618,5.8649,6.0340,5.9012,5.9428,5.6653,5.7829,6.0799,5.6294,5.8079,5.4226,5.4181,6.0279,5.8888,5.8235,5.8868,6.0112,5.6700,5.9992,5.8127,5.7016,5.6531,5.8489,5.9065,5.7191,5.6942,5.5732,5.9653,5.6162,5.9512,5.8387,6.0124,5.8367,5.6806,6.0352,5.5466,5.7717,5.4126,5.6002,5.6981,5.7616,5.9142,5.7438,5.5453,5.7047,5.7707,5.7542,5.7595,6.2025,5.6304,5.9291,5.8656,6.1985,5.9156,5.8341,5.9377,6.0349,5.7352,5.7198,5.4900,5.8754,5.9230,5.6250,5.9559,5.6360,5.7727,5.6230,5.7994,5.8919,5.7913,5.5192,5.6739,5.8638,5.8148,5.6766,5.7009,5.9352,5.5905,5.6646,5.8077,5.5505,5.8707,6.0310,5.4438,5.9000,5.7864,6.0008,5.9598,5.7339,5.7315,5.6848,6.1152,5.9574,5.7658,6.0552,5.7296,5.9139,5.7748,5.9762,5.7092,5.9638,5.8082,5.8440,5.7828,5.9340,5.6998,6.0071,6.0102,5.7900,6.0980,5.7351,5.9993,5.9394,5.7826,5.7286,5.6925,5.7083,5.5197,5.8308,5.8577,5.9526,5.6816,5.8394,6.1503,6.0020,5.7171,5.7781,5.9276,5.7987,5.9053,5.7410,5.5565,5.5129,5.5055,5.9310,5.9237,5.6347,5.6673,5.9499,6.1983,5.8979,5.8181,5.7366,5.9153,5.7443,5.6010,5.7012,5.4985,5.6321,5.6243,5.9398,6.0545,5.7026,5.7817,5.9246,5.4121,5.9627,5.9072,5.8778,5.9781,5.6816,6.0816,5.7480,5.9793,5.7242,5.7636,5.6362,5.8139,5.6994,5.9709,5.6998,5.9651,5.8001,5.6242,5.9605,5.6368,5.6232,5.9666,5.8470,5.8803,5.9804,5.7724,5.7321,5.6285,5.9378,6.2288,5.6698,5.8727,5.9274,5.6814,5.8876,6.0150,5.8723,5.8928,5.8036,5.7194,5.8614,6.0222,6.0797,5.6292,5.8032,5.9765,5.7488,5.5997,5.7552,5.7422,5.9320,5.6843,5.7508,5.8564,5.7815,6.0381,5.7427,5.7337,5.9202,5.7259,6.0992,5.9652,5.8451,5.9937,5.7241,5.8127,5.9710,5.8265,5.8814,5.8068,5.9143,5.8330,5.7587,5.8945,5.8354,5.6895,5.4961,5.7450,6.1123,5.8418,6.0282,5.7083,5.6455,5.9753,5.8105,5.7858,5.7805,5.7180,5.7572,5.6928,5.9684,5.6914,5.7603,5.6155,5.8856,5.7847,5.7732,5.9482,5.8759,6.0807,5.9887,5.5816,5.8021,5.5749,6.0603,5.8705,6.0693,5.6836,5.9887,5.9692,6.2699,5.9417,5.8304,5.6572,5.9252,6.0308,5.7778,6.1918,6.3607,6.0069,6.0926,5.8334,5.7879,5.9538,6.0779,5.7160,5.8749,5.8633,5.9229,5.8594,5.7740,5.7052,5.6460,5.7009,6.2660,5.7466,5.8004,5.9431,5.8979,5.9449,5.8746,5.7959,5.7309,5.8776,6.0099,5.8837,5.6743,5.7408,5.9978,5.7839,5.9438,5.8686,5.8427,5.5510,5.6993,5.8854,5.6564,5.9937,5.7927,5.8392,5.8290,5.6110,6.0665,5.6677,5.8144,5.8920,5.9702,5.9298,5.7806,5.8342,5.6853,5.5440,5.8907,5.8347,5.8623,5.6796,5.6735,5.5323,5.9726,5.9281,5.7993,5.8376,5.7721,5.7734,5.4772,5.8832,5.7061,5.9008,5.6225,5.6513,5.5250,5.8532,5.8416,5.9770,5.5851,6.0182,5.6869,5.9843,6.0859,5.9678,5.8200,5.9391,5.6808,5.5003,5.9357,5.2844,5.9646,5.8233,5.9737,5.8784,5.7468,5.7550,5.7669,6.0519,6.2039,5.5282,5.6385,5.9065,5.7752,5.8733,5.8489,6.0751,5.6479,5.7585,5.8758,5.5791,5.7402,5.7945,5.8476,5.6369,6.0209,5.9077,5.9954,5.8358,6.0154,5.7599,5.9120,5.6270,5.6889,5.8261,5.8596,5.9318,5.6001,5.9699,5.9485,5.9028,5.8261,5.1403,5.7046,5.7857,5.6810,5.8249,5.7179,5.7990,5.6092,5.9089,5.8516,5.7910,5.5720,6.1688,6.0161,5.7685,5.8457,5.7988,5.7897,5.7969,5.6396,5.5231,5.8861,5.9834,5.8192,5.8270,5.9080,5.8028,5.5927,5.9320,6.0335,5.6851,5.6701,5.9332,5.7522,5.6085,5.8332,5.8235,6.0031,5.7864,5.8009,5.9297,6.1087,5.7660,5.8744,5.7198,5.7141,5.8851,5.8344,6.0024,5.7761,5.7728,5.4102,5.8929,5.8765,5.7931,5.7142,5.9849,5.6300,5.5498,5.7514,5.8538,5.4443,5.9027,5.8653,6.0252,5.6139,5.9755,5.7593,5.7122,5.9320,5.8247,5.6001,5.7848,5.8323,5.6586,5.6395,5.9147,6.0499,5.8577,6.0671,5.6168,5.7387,5.9749,5.6948,6.0550,5.8666,5.6077,5.9674,5.7002,6.1870,5.6061,5.8819,5.9830,5.8430,5.5845,5.6726,5.7678,5.8730,5.4481,5.8138,5.8688,5.6279,5.8140,5.7585,5.9023,5.9478,5.7063,5.9191,5.8755,5.9940,5.8446,5.5275,5.8255,5.8364,5.8871,5.9103,6.0336,5.8557,5.6763,5.9491,5.8475,5.8688,5.8399,5.8069,5.8469,5.6968,5.9371,6.0450,5.9932,5.4554,5.9980,5.8630,5.6082,5.6697,5.7157,6.0418,5.7145,5.5726,5.7381,5.9586,5.5397,5.8214,5.8259,5.8611,5.8099,5.5624,5.8893,5.6929,5.6693,5.9504,5.8940,5.5868,5.9519,5.8474,5.7357,5.6444,5.7642,5.8557,5.9589
claude-opus-4.1,5.8573,6.0785,6.1569,6.1482,5.7999,6.1246,5.8963,6.0856,6.0350,6.2960,5.9088,6.0969,5.7271,5.9071,5.8568,6.0995,6.0089,5.8630,5.6906,5.6117,6.0318,5.8252,6.0686,6.0411,6.0553,6.1903,6.1035,5.9612,6.1535,6.1546,5.9783,6.2467,6.0346,6.0312,6.0094,6.2690,6.1537,5.8600,5.8894,6.2658,6.1366,5.7136,5.9998,5.9079,5.8377,5.6670,6.0755,6.0783,6.1401,5.9691,6.2980,6.3013,6.4397,5.9024,5.7782,5.9828,5.8758,6.1540,6.1172,5.9624,6.1338,5.9024,6.1073,5.8104,6.0443,5.8216,6.0627,6.3444,6.3595,6.1808,5.9317,5.9582,5.6937,6.0033,5.8868,6.1284,6.1206,6.4260,6.0568,5.9583,6.1400,5.8839,5.9294,5.9518,5.9987,6.0685,5.7730,5.7493,5.9937,5.7277,5.8851,5.8773,5.8019,5.9860,5.7006,5.8705,5.9642,5.9189,5.9125,6.1491,6.1218,5.8743,5.9859,5.7068,6.1376,6.0003,6.0292,5.9254,5.9601,6.1781,6.1808,6.0608,5.8957,5.9861,6.2973,5.7679,5.9794,6.1878,6.1632,6.0124,6.2939,6.2548,5.9453,5.9611,5.8817,6.1823,6.0432,6.0950,5.6463,6.2099,5.9104,5.9976,5.9185,6.0319,5.8854,5.7148,5.9053,5.8571,6.2466,5.9559,6.3260,6.1185,6.2604,5.8862,5.9981,6.2172,5.8631,6.0587,5.8838,6.0279,6.1332,6.0228,6.0822,6.2348,5.9490,6.3002,6.2247,5.8426,5.7750,6.2589,6.1857,6.0703,5.9679,6.2449,6.1583,6.2430,5.7513,5.8400,5.9826,6.2361,5.9173,5.8198,6.0177,5.9021,6.0099,5.9014,5.9155,5.8539,5.9170,6.1309,5.9643,6.2583,5.8535,6.0168,5.6602,6.0842,5.9153,5.9950,5.9976,5.9949,6.0384,6.0689,5.8408,6.0125,6.2632,5.9747,6.1110,5.9675,6.0630,6.0285,5.9715,5.9710,5.9730,6.0382,6.4468,6.0176,5.7694,5.7453,6.1747,5.9792,6.0484,5.9861,6.2375,5.9717,5.9713,6.3554,5.9155,5.9379,5.9275,6.0362,6.0318,5.9627,5.9521,5.5928,6.3110,5.9364,6.1357,5.9711,6.2347,5.8859,5.6480,5.6573,6.1611,6.0979,6.0577,5.8778,6.0319,6.0300,5.9341,6.3094,5.8966,6.1817,6.2009,6.2378,5.9398,6.0375,6.2872,6.0389,5.9082,6.0321,6.1668,5.8532,6.1520,6.0133,5.8666,6.1936,5.8550,6.0572,6.2356,5.9602,5.9167,5.7485,6.1501,6.1484,5.9943,6.0898,5.8537,6.3215,5.9660,6.2480,6.0832,6.0954,6.2221,5.8475,6.0523,6.1510,5.8892,6.2098,6.1172,5.9383,6.0825,5.9400,6.0496,6.0730,5.8340,6.0431,6.1805,5.8043,5.8556,5.7852,5.8002,6.0384,6.2357,5.9926,6.1307,6.0655,5.7639,6.1701,6.0899,5.9649,5.9462,6.1146,5.8926,6.0235,5.8768,5.8617,5.7723,5.9441,5.9327,5.9959,6.1538,6.4323,5.6695,6.0385,5.8127,6.0989,6.0257,5.9833,5.9708,6.0832,5.8667,5.9112,6.2248,6.2439,5.9227,6.1113,5.7828,6.0056,5.9932,5.9408,6.2409,6.1329,6.2886,5.9467,6.1632,6.0010,6.1318,6.1452,5.8461,5.8338,6.0857,6.1748,5.9141,5.9339,5.9812,5.8470,6.1124,6.1713,6.2224,5.8708,5.9096,6.0667,5.9820,6.2155,5.9664,6.3166,6.0491,5.7346,5.8946,6.1740,5.9656,6.0722,5.9238,6.2896,5.9704,5.9579,6.0811,5.8730,5.9434,5.9559,6.1697,5.9760,5.9301,6.4533,5.8012,5.8178,5.9837,6.0391,6.0548,5.9069,6.1061,5.9250,5.9287,5.8402,5.8657,6.0722,6.0078,6.1396,6.1636,6.1196,5.8326,6.0055,5.8808,6.2894,6.0772,5.9737,5.8839,5.7291,5.7131,6.1096,6.1220,5.9551,5.9877,6.0753,5.9329,5.8715,5.8090,6.0947,6.2690,6.1888,5.9225,5.9812,5.8496,5.8151,6.0373,6.0899,5.9902,5.9249,5.9404,6.0699,6.1266,6.2877,5.9620,6.4502,5.9935,6.0217,5.9883,5.8316,5.7579,5.5721,6.0776,6.1115,6.2067,5.9721,5.8949,6.3241,6.0318,5.9756,6.0771,5.9050,6.0211,5.9088,6.1204,6.1279,5.8849,6.0158,6.3299,5.8563,6.1999,5.9770,6.0454,5.8442,6.0076,6.1638,6.2956,5.9936,5.9102,5.9916,6.1327,6.1504,6.2377,5.9840,6.1502,5.8061,5.8389,5.9631,5.6488,6.0321,5.9580,6.1193,6.2641,6.0315,6.0772,6.3102,6.0685,6.2154,5.9303,6.1540,5.7460,6.1340,5.8504,5.8584,6.0598,6.1838,5.8825,5.7329,6.3485,6.0543,6.1727,6.1781,6.2299,5.8611,6.1686,6.1151,5.8971,5.9690,6.3057,6.2171,5.8008,6.0073,6.1995,6.1626,5.8462,5.9522,6.1095,6.2547,6.1901,5.9583,6.1304,5.9185,5.7392,6.0605,5.8332,5.9519,5.9338,5.9500,5.9755,5.8523,5.9669,6.1600,6.1999,6.2112,6.0411,5.9181,6.2238,6.1132,5.8802,5.9044,5.8842,6.1403,5.9316,6.2431,6.0956,6.0752,6.0570,5.9167,5.9674,6.1916,5.9439,6.2308,5.9520,5.9709,6.2026,6.1392,6.0613,6.0335,6.1596,6.2497,5.8961,6.0080,6.2445,5.8266,5.6623,6.1509,6.2804,6.1456,5.9172,6.4096,5.9065,5.9362,6.0012,6.0940,6.1452,6.1677,5.8016,6.0863,5.7947,5.8785,5.9640,5.5520,5.8706,5.8297,6.1437,6.0444,5.9400,6.0134,6.1477,6.1775,5.9897,5.8818,5.6489,6.1463,5.9609,6.0727,5.6537,5.8776,5.9479,6.1659,6.0781,6.0947,5.9498,5.7799,6.0769,5.9582,5.9754,5.9693,5.9958,5.9915,6.2360,5.9524,6.0644,5.9800,5.9845,5.8831,6.0537,6.0193,5.7291,6.0174,6.0689,6.2797,5.9470,6.1304,6.2655,5.9173,5.9847,6.0675,5.8813,5.9166,6.1521,6.2055,5.8346,5.8328,6.1626,6.2975,5.8469,6.0733,5.9429,5.6890,6.0964,6.1802,6.1322,5.8768,5.8967,5.9320,5.7354,5.9479,6.2810,5.9611,6.0543,6.0476,6.2076,5.6671,6.1374,6.0158,6.0835,6.1220,6.0058,5.8442,5.7536,6.2366,6.0394,6.0103,5.8335,6.2793,6.0844,5.8989,5.9872,6.0559,6.0021,6.0214,6.0410,5.9596,6.0242,5.9711,6.0644,6.1564,5.8944,5.8657,6.0484,6.3625,6.0237,5.8471,6.1191,5.8514,6.0999,6.2055,6.0941,5.9829,6.1142,6.0261,6.1246,6.1358,5.9897,5.8654,6.0022,5.9513,5.9517,5.8996,5.9815,6.0844,5.8153,5.8715,5.9105,6.0706,6.0507,6.2357,5.9086,5.9264,6.1220,6.1695,6.1835,6.2281,6.3307,6.2731,6.2538,6.1847,5.8413,5.9150,5.9801,5.9965,5.8377,6.2450,6.3814,5.8804,6.0968,5.9658,5.9224,6.1656,6.4318,5.9743,5.8736,6.2406,6.1370,6.0306,5.7349,5.9757,6.0352,5.8335,6.2495,5.9767,6.0740,5.9954,6.0994,6.2232,6.1967,5.8983,5.9387,5.9113,6.1008,5.9068,6.1107,5.9445,5.9275,5.9739,5.8421,5.8827,5.7873,6.1618,6.1601,5.9650,6.0701,6.0951,5.7902,6.1152,6.1083,6.1132,6.3850,6.1230,6.2329,6.2049,6.1528,6.0880,6.0598,5.8350,6.0581,6.0192,5.9076,6.0340,5.8737,6.1389,5.9070,6.1826,6.0302,6.0246,5.9939,5.9646,5.8894,5.9881,6.4736,5.8570,6.1780,5.9687,6.1672,5.9154,5.9964,5.8557,5.8600,6.1763,5.9617,6.0662,6.1466,5.9187,5.9891,6.0258,6.1868,6.0029,6.3503,5.7303,6.4584,6.2407,5.9364,5.7853,5.9312,6.0171,5.8681,5.6931,6.1183,6.1036,6.1832,6.2377,5.6987,6.1219,5.8778,6.2745,5.9778,5.9757,6.0302,6.0555,6.0747,6.3164,5.9963,5.7936,5.9954,5.9756,6.0576,6.1350,5.9199,5.8618,6.1027,5.9242,5.9601,5.8091,6.0860,6.1752,5.8525,6.0242,5.9993,6.0442,6.0299,6.0371,6.1037,5.8163,6.2014,6.0201,5.7189,5.8376,5.6857,5.7429,5.7388,6.0613,5.9521,5.9267,5.9493,6.1100,5.9503,5.7611,6.0016,6.1459,6.0400,6.0150,6.1984,6.0041,5.9549,6.0762,6.0103,6.1659,6.2107,6.0327,6.3548,6.1630,6.0502,5.9826,5.9960,6.0940,6.1498,5.8712,6.0742,6.1573,6.1094,6.1809,5.8842,5.9643,6.3546,6.1362,5.8498,5.8225,6.0010,5.9455,5.7788,6.1059,6.2851,6.0681,5.6532,5.9794,6.0425,5.8509,6.0731,6.0552,6.1977,6.0757,6.1471,6.1627,6.2893,5.7237,6.2874,5.9879,6.1483,6.1880,6.1813,5.8778,5.9820,6.1861,6.1693,5.8418,6.0969,6.1262,6.0361,5.9121,5.9906,6.0912,6.0941,5.7941,6.0332,5.8760,5.9437,6.1614,5.7657,5.9783,5.9983,5.9769,6.2703,6.0318,5.7872,6.0354,6.1679,5.9294,5.8970,6.2592,5.9428,5.9129,5.9593,6.2074,5.7477,6.0097,5.8317,6.1710,6.2480,5.8464,6.2359,6.0997,6.1794,5.8959,6.0212,6.0673,6.2245,5.9671,6.1321,6.0812,6.2549,6.3953,6.1061,5.7906,5.8349,5.9886,6.2040,6.2470,6.0775,6.0212,5.9586,5.7989,6.1826,5.9920,6.2064,6.1369,6.1334,5.8521,6.0775,6.0499,6.0371,6.0772,6.2165,6.0121,5.7569,6.1201,5.9632,5.9302,5.9815,5.8671,6.0289,6.1701,6.2978,5.8499,6.1741,6.2477,6.2111,6.0095,6.1102,6.0183,6.0195,5.9239
